symbol	Grp.1 mean	Grp.2 mean	logFC	p-value	label
LINC00928	0.3383217391304348	0.4267272727272726	-0.08840553359683784	0.74E+00	ns
ZMYM2	-0.1838739130434783	-0.05203636363636365	-0.13183754940711465	0.74E+00	ns
CCND2	0.704891304347826	0.6246545454545455	0.08023675889328052	0.74E+00	ns
CDK6	0.5191304347826088	0.6257909090909091	-0.10666047430830028	0.75E+00	ns
CALB2	-0.4441173913043479	-0.3457545454545455	-0.09836284584980243	0.75E+00	ns
RB1	-0.2142304347826087	-0.07677272727272723	-0.13745770750988145	0.75E+00	ns
FLCN	0.22188260869565218	0.11979090909090907	0.10209169960474311	0.76E+00	ns
DDX5	0.16313043478260872	0.2790090909090909	-0.11587865612648215	0.76E+00	ns
CACNA1D	0.04837826086956522	0.16126363636363636	-0.11288537549407114	0.76E+00	ns
SPEN	0.29720869565217395	0.20869090909090907	0.08851778656126488	0.76E+00	ns
ECT2L	0.14106956521739136	0.24839090909090905	-0.10732134387351769	0.76E+00	ns
USP6	0.16969130434782606	0.0722	0.09749130434782606	0.76E+00	ns
NCOR1	0.4469521739130435	0.5315363636363636	-0.0845841897233201	0.76E+00	ns
RHOA	-0.4211434782608696	-0.3337181818181818	-0.08742529644268782	0.76E+00	ns
BCL2	0.10946086956521735	0.23215454545454547	-0.12269367588932813	0.77E+00	ns
BAP1	0.1838304347826087	0.10860909090909092	0.07522134387351777	0.77E+00	ns
CYP2C9	-3.0508304347826085	-2.9359363636363636	-0.11489407114624495	0.77E+00	ns
GMPS	-0.1183695652173913	-0.1988636363636364	0.08049407114624511	0.77E+00	ns
NUMA1	0.20614347826086948	0.12743636363636365	0.07870711462450583	0.77E+00	ns
C2orf44	0.13204782608695653	0.03464545454545456	0.09740237154150197	0.77E+00	ns
PRCC	0.10705217391304346	0.2278181818181818	-0.12076600790513835	0.77E+00	ns
CD79B	-0.09112173913043481	-0.18808181818181816	0.09696007905138335	0.77E+00	ns
AXIN1	0.4910869565217392	0.4325090909090909	0.05857786561264833	0.78E+00	ns
RUNX1T1	-0.34687826086956525	-0.2255454545454545	-0.12133280632411075	0.78E+00	ns
NUP214	0.08617391304347825	0.22391818181818177	-0.13774426877470353	0.78E+00	ns
EXT1	0.037021739130434765	0.08787272727272727	-0.050850988142292504	0.78E+00	ns
BTG1	-0.4978	-0.42494545454545457	-0.07285454545454545	0.79E+00	ns
JUN	0.1019782608695652	0.1986363636363636	-0.09665810276679841	0.79E+00	ns
YBX2	-0.09900869565217392	-0.0037181818181818327	-0.09529051383399209	0.79E+00	ns
TMPRSS2	-0.03238260869565218	0.06679090909090908	-0.09917351778656126	0.79E+00	ns
DDX10	-0.23654347826086958	-0.17296363636363637	-0.0635798418972332	0.79E+00	ns
FOXO3	0.023434782608695647	0.10476363636363638	-0.08132885375494073	0.79E+00	ns
CLP1	-0.40880434782608693	-0.33308181818181815	-0.07572252964426879	0.79E+00	ns
FCGR2B	-0.5925347826086955	-0.5067090909090909	-0.08582569169960463	0.79E+00	ns
ECEL1	-0.5162217391304348	-0.5881454545454545	0.07192371541501974	0.80E+00	ns
SUFU	-0.2690347826086956	-0.21552727272727273	-0.05350750988142289	0.80E+00	ns
AKAP9	-0.07707826086956522	-0.14359999999999998	0.06652173913043476	0.80E+00	ns
GSTP1	0.22020869565217396	0.14232727272727272	0.07788142292490124	0.80E+00	ns
CREBBP	0.2834304347826087	0.35450909090909094	-0.07107865612648223	0.80E+00	ns
AFF1	0.10373043478260868	0.19339090909090909	-0.0896604743083004	0.80E+00	ns
TOP2A	0.14468260869565214	0.09998181818181817	0.044700790513833966	0.80E+00	ns
ATRX	0.16710434782608696	0.1063909090909091	0.06071343873517786	0.80E+00	ns
TNFAIP3	-0.4277565217391304	-0.37360000000000004	-0.05415652173913038	0.80E+00	ns
MNX1	-0.5199695652173913	-0.4476818181818183	-0.07228774703557306	0.81E+00	ns
CCL13	-0.8358782608695651	-0.7924272727272726	-0.043450988142292424	0.81E+00	ns
TFRC	0.10701739130434781	0.2030090909090909	-0.09599169960474307	0.81E+00	ns
HOOK3	-0.21832608695652173	-0.2826909090909091	0.06436482213438738	0.81E+00	ns
CHD4	0.1322304347826087	0.06944545454545455	0.06278498023715416	0.81E+00	ns
JAK2	-0.2836739130434783	-0.199	-0.08467391304347827	0.81E+00	ns
RTKN2	-0.06599130434782609	-0.023081818181818172	-0.04290948616600791	0.82E+00	ns
FANCG	-0.02642608695652172	-0.09914545454545455	0.07271936758893283	0.82E+00	ns
MYC	-0.24114782608695648	-0.3117818181818182	0.07063399209486174	0.82E+00	ns
LMNA	0.15006521739130435	0.22503636363636365	-0.0749711462450593	0.82E+00	ns
ARHGEF12	0.42226956521739134	0.3515909090909091	0.07067865612648222	0.82E+00	ns
HERPUD1	-0.4613173913043479	-0.39645454545454545	-0.06486284584980245	0.82E+00	ns
ABCA6	-0.3069304347826087	-0.39521818181818186	0.08828774703557318	0.82E+00	ns
DLX6	-0.3916565217391304	-0.3271454545454545	-0.06451106719367589	0.82E+00	ns
CYLD	-0.16950434782608698	-0.09500909090909088	-0.0744952569169961	0.82E+00	ns
PI3	-0.34020434782608694	-0.27282727272727275	-0.06737707509881419	0.83E+00	ns
CSF3	-0.44530869565217396	-0.3728363636363636	-0.07247233201581038	0.83E+00	ns
NTRK3	0.7006652173913044	0.6578636363636364	0.042801581027667956	0.83E+00	ns
AURKA	0.07314782608695652	0.028372727272727282	0.04477509881422924	0.83E+00	ns
COL1A1	-0.4940434782608695	-0.5596636363636364	0.06562015810276689	0.83E+00	ns
SOCS1	0.3374043478260869	0.2724818181818182	0.0649225296442687	0.84E+00	ns
CLTCL1	0.005013043478260875	0.07060000000000004	-0.06558695652173917	0.84E+00	ns
VEGFA	-0.005269565217391284	0.06282727272727273	-0.06809683794466402	0.84E+00	ns
RHOH	-0.5359956521739131	-0.5905181818181817	0.054522529644268625	0.84E+00	ns
CXCR4	-0.45438695652173916	-0.5033818181818183	0.0489948616600791	0.84E+00	ns
GPC3	-0.574408695652174	-0.6231727272727272	0.048764031620553205	0.84E+00	ns
REL	-0.37560000000000004	-0.4428	0.06719999999999998	0.84E+00	ns
GOPC	-0.06299999999999999	-0.1278	0.06480000000000001	0.85E+00	ns
USP9Y	-0.02904347826086961	-0.10391818181818181	0.0748747035573122	0.85E+00	ns
TRIP11	0.1401652173913044	0.20751818181818182	-0.06735296442687744	0.85E+00	ns
BBOX1	0.4445478260869565	0.4875363636363636	-0.042988537549407124	0.85E+00	ns
HDAC6	0.4603608695652173	0.39950909090909087	0.060851778656126454	0.85E+00	ns
FUS	0.4145695652173913	0.3593363636363636	0.05523320158102768	0.86E+00	ns
EWSR1	0.3463173913043478	0.2959454545454545	0.05037193675889329	0.86E+00	ns
HLF	0.14161304347826084	0.07990909090909092	0.061703952569169926	0.86E+00	ns
DOK2	-0.720804347826087	-0.6615181818181818	-0.05928616600790526	0.86E+00	ns
FOXN4	-0.12396956521739132	-0.07095454545454549	-0.053015019762845825	0.87E+00	ns
METTL7B	0.3901260869565217	0.4304454545454545	-0.04031936758893284	0.87E+00	ns
TERT	0.6117217391304347	0.5512727272727272	0.06044901185770746	0.87E+00	ns
FOXO4	-0.06778260869565217	-0.02165454545454544	-0.04612806324110673	0.87E+00	ns
MTOR	0.35520869565217383	0.3041545454545455	0.05105415019762832	0.87E+00	ns
TPM4	-0.24604782608695655	-0.19816363636363635	-0.0478841897233202	0.87E+00	ns
OMD	-0.581	-0.6368818181818182	0.055881818181818255	0.87E+00	ns
TSHR	-0.06220869565217391	-0.014981818181818202	-0.04722687747035571	0.88E+00	ns
TP53	0.4622347826086957	0.4210181818181819	0.04121660079051381	0.88E+00	ns
PBX1	0.2700391304347826	0.31724545454545444	-0.04720632411067183	0.88E+00	ns
PCK1	-0.6671217391304346	-0.6980363636363637	0.030914624505929078	0.89E+00	ns
SLC22A2	-0.6870826086956523	-0.7437000000000001	0.05661739130434784	0.89E+00	ns
MYH11	-0.343604347826087	-0.38865454545454553	0.04505019762845852	0.89E+00	ns
CTTNBP2	-0.11973043478260871	-0.07269090909090907	-0.04703952569169964	0.89E+00	ns
SEPT6	-0.44826521739130437	-0.41504545454545455	-0.03321976284584982	0.89E+00	ns
PRF1	-0.33341304347826084	-0.36633636363636357	0.03292332015810273	0.89E+00	ns
KIT	0.11679565217391301	0.060763636363636374	0.056032015810276635	0.89E+00	ns
SUZ12	0.2440086956521739	0.2757545454545455	-0.03174584980237158	0.89E+00	ns
MAX	-0.02827391304347825	0.01723636363636362	-0.045510276679841866	0.90E+00	ns
CXCL5	-0.28843043478260866	-0.3306545454545455	0.04222411067193682	0.90E+00	ns
DNAJB1	-0.14319565217391303	-0.1907	0.04750434782608698	0.90E+00	ns
CREB3L2	-0.3851869565217392	-0.4280181818181818	0.04283122529644262	0.90E+00	ns
C5orf38	-0.8940565217391303	-0.8598818181818182	-0.034174703557312114	0.90E+00	ns
TOP2B	0.04930434782608697	0.010736363636363625	0.03856798418972334	0.90E+00	ns
ANPEP	-0.281095652173913	-0.3091272727272727	0.02803162055335967	0.90E+00	ns
COL2A1	0.08109130434782612	0.12563636363636363	-0.04454505928853751	0.90E+00	ns
WRN	0.16378695652173902	0.1286818181818182	0.03510513833992082	0.90E+00	ns
PTPN11	0.4220782608695652	0.39069090909090903	0.03138735177865615	0.90E+00	ns
PER1	0.09260434782608692	0.14566363636363633	-0.053059288537549404	0.90E+00	ns
HEY1	0.21639130434782605	0.18542727272727275	0.030964031620553306	0.90E+00	ns
ARID1B	0.00046956521739132984	-0.03979090909090909	0.040260474308300424	0.90E+00	ns
CDC73	-0.1792391304347826	-0.1414272727272727	-0.03781185770750989	0.90E+00	ns
ALB	-0.23186956521739127	-0.2834636363636363	0.051594071146245035	0.91E+00	ns
HOXA9	-0.15589130434782603	-0.19275454545454548	0.03686324110671946	0.91E+00	ns
FEV	-0.1743478260869565	-0.21144545454545452	0.03709762845849801	0.91E+00	ns
RBM15	-0.13929565217391304	-0.09468181818181814	-0.0446138339920949	0.91E+00	ns
AR	0.24587391304347833	0.29123636363636357	-0.04536245059288524	0.91E+00	ns
ERC1	0.15913043478260872	0.1918181818181818	-0.03268774703557309	0.91E+00	ns
MDM2	0.007178260869565189	0.0502909090909091	-0.04311264822134391	0.92E+00	ns
EIF3E	-0.5903217391304347	-0.6173818181818181	0.027060079051383412	0.92E+00	ns
PCDHGA12	-0.25143913043478255	-0.2912090909090909	0.03976996047430836	0.92E+00	ns
BRD4	0.3481652173913044	0.32491818181818183	0.023247035573122576	0.93E+00	ns
FGF17	0.11516086956521736	0.08207272727272723	0.03308814229249013	0.93E+00	ns
EXT2	0.02176521739130437	0.04090909090909091	-0.019143873517786538	0.93E+00	ns
PTPRT	0.2412391304347826	0.21330909090909092	0.027930039525691674	0.93E+00	ns
NCKIPSD	-0.05636521739130433	-0.030436363636363654	-0.025928853754940678	0.93E+00	ns
CIITA	0.013560869565217418	-0.019354545454545458	0.032915415019762875	0.93E+00	ns
RASGRP1	0.5932826086956521	0.6220727272727274	-0.028790118577075363	0.93E+00	ns
FOXP1	-0.30480434782608695	-0.3301090909090909	0.025304743083003955	0.94E+00	ns
WEE1	0.3058695652173912	0.32528181818181817	-0.019412252964426946	0.94E+00	ns
NFIB	0.1369217391304348	0.15716363636363642	-0.020241897233201633	0.94E+00	ns
MSI2	0.3578913043478261	0.3780090909090909	-0.020117786561264783	0.94E+00	ns
ETV6	0.18320000000000003	0.20867272727272726	-0.02547272727272723	0.94E+00	ns
CD209	-0.36974347826086956	-0.38923636363636366	0.019492885375494096	0.94E+00	ns
PHOX2B	-0.950673913043478	-0.9424999999999998	-0.008173913043478254	0.94E+00	ns
CCL19	-0.5783565217391305	-0.5516	-0.026756521739130568	0.94E+00	ns
LZTR1	0.47957391304347835	0.4597181818181818	0.019855731225296547	0.95E+00	ns
ATM	-0.036847826086956505	-0.017036363636363617	-0.019811462450592888	0.95E+00	ns
DNMT3A	0.1681608695652174	0.1517	0.01646086956521739	0.95E+00	ns
CD5L	-0.6849217391304347	-0.6649090909090909	-0.020012648221343854	0.95E+00	ns
SLCO2B1	-0.4277739130434783	-0.4112363636363636	-0.01653754940711466	0.95E+00	ns
TFEB	-0.18235652173913044	-0.20440909090909087	0.02205256916996043	0.95E+00	ns
ELF4	-0.2989173913043478	-0.2791272727272727	-0.019790118577075078	0.95E+00	ns
PATZ1	0.4266304347826087	0.41239090909090914	0.014239525691699562	0.95E+00	ns
CANT1	-0.20600000000000002	-0.2258	0.019799999999999984	0.95E+00	ns
SSX1	-2.88684347826087	-2.865154545454545	-0.02168893280632478	0.96E+00	ns
HDAC1	0.0828086956521739	0.09773636363636365	-0.01492766798418975	0.96E+00	ns
HOXD11	0.026382608695652187	0.04550909090909092	-0.019126482213438736	0.96E+00	ns
RAF1	-0.01880000000000001	-0.030218181818181814	0.011418181818181803	0.96E+00	ns
DCC	-0.09342608695652173	-0.07218181818181814	-0.02124426877470359	0.96E+00	ns
DGKI	-0.27221739130434786	-0.2884454545454546	0.01622806324110676	0.96E+00	ns
RPL22	-0.2628956521739131	-0.2756090909090909	0.012713438735177829	0.97E+00	ns
AURKB	0.09097391304347828	0.08214545454545454	0.008828458498023745	0.97E+00	ns
MEN1	0.4789217391304348	0.48825454545454555	-0.009332806324110765	0.97E+00	ns
BRCA2	0.040552173913043464	0.051863636363636376	-0.011311462450592911	0.97E+00	ns
POLE	0.3955739130434781	0.3862454545454545	0.009328458498023606	0.97E+00	ns
NPM1	-0.42863043478260865	-0.44189090909090906	0.013260474308300407	0.97E+00	ns
MLLT4	0.3509478260869565	0.3583545454545454	-0.00740671936758891	0.98E+00	ns
CYP2C8	-0.08481739130434782	-0.07100000000000001	-0.01381739130434781	0.98E+00	ns
HSP90AB1	-0.1450086956521739	-0.13701818181818182	-0.007990513833992074	0.98E+00	ns
KIF5B	-0.3908086956521739	-0.38272727272727264	-0.008081422924901271	0.98E+00	ns
CDK12	-0.06720000000000004	-0.059954545454545476	-0.007245454545454562	0.98E+00	ns
NTRK1	-0.09578260869565218	-0.09066363636363636	-0.005118972332015817	0.99E+00	ns
CD74	-0.299404347826087	-0.30304545454545456	0.0036411067193675706	0.99E+00	ns
ELK4	-0.19232173913043482	-0.19557272727272734	0.0032509881422925213	0.99E+00	ns
RANBP2	-0.16391739130434785	-0.16039090909090906	-0.003526482213438792	0.99E+00	ns
POT1	-0.09406956521739128	-0.08860909090909087	-0.005460474308300406	0.99E+00	ns
PBRM1	-0.19818260869565218	-0.20022727272727273	0.002044664031620541	0.99E+00	ns
ARID1A	0.3012173913043479	0.30529999999999996	-0.004082608695652079	0.99E+00	ns
SFPQ	0.16732173913043474	0.1692818181818182	-0.0019600790513834565	0.99E+00	ns
CELSR3	0.08178695652173915	0.08359090909090912	-0.0018039525691699726	1.00E+00	ns
EP300	0.00673478260869566	0.007400000000000043	-0.0006652173913043831	1.00E+00	ns
GPHN	0.3984826086956521	0.3962636363636364	0.002218972332015734	1.00E+00	ns
IKBKB	0.34950434782608697	0.3493909090909092	0.00011343873517777325	1.00E+00	ns
C2orf27B	-2.1143	-2.1143	0.0		*** 
